Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
28,37131;Left Controller;(0.13, 0.71, 5.41);(337.73, 335.90, 4.03)
28,37131;Sponge Cube;(0.18, 0.75, 5.46);(339.82, 231.57, 190.63);True;Right Hand
28,63613;Sponge Cube;(0.18, 0.75, 5.46);(341.57, 233.08, 190.33);False;
28,87242;Right Hand Presence Physics;(0.29, 0.79, 5.44);(317.03, 319.70, 10.39)
28,87242;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.92, 336.05, 3.95)
28,87242;Right Controller;(0.29, 0.79, 5.44);(317.06, 319.51, 10.61)
28,87242;Left Controller;(0.13, 0.71, 5.41);(337.92, 336.08, 3.92)
28,87242;Sponge Cube;(0.18, 0.75, 5.46);(341.53, 233.16, 190.23);False;
29,37359;Right Hand Presence Physics;(0.29, 0.79, 5.44);(317.72, 319.49, 9.21)
29,37359;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.91, 336.09, 3.98)
29,37359;Right Controller;(0.29, 0.79, 5.44);(317.70, 319.47, 9.23)
29,37359;Left Controller;(0.13, 0.71, 5.41);(337.91, 336.08, 3.97)
29,37359;Sponge Cube;(0.18, 0.75, 5.46);(341.59, 233.19, 190.27);False;
29,47127;Sponge Cube;(0.18, 0.75, 5.46);(341.58, 233.16, 190.25);True;Right Hand
29,87475;Right Hand Presence Physics;(0.30, 0.79, 5.44);(317.13, 320.81, 7.59)
29,87475;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.93, 336.00, 3.96)
29,87475;Right Controller;(0.30, 0.79, 5.44);(317.13, 320.81, 7.59)
29,87475;Left Controller;(0.13, 0.71, 5.41);(337.91, 336.04, 3.94)
29,87475;Sponge Cube;(0.18, 0.75, 5.45);(345.04, 237.98, 191.23);True;Right Hand
29,98628;Sponge Cube;(0.18, 0.75, 5.45);(344.67, 237.82, 191.39);False;
30,37621;Right Hand Presence Physics;(0.29, 0.78, 5.43);(317.90, 317.21, 13.22)
30,37621;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.81, 335.96, 3.98)
30,37621;Right Controller;(0.29, 0.78, 5.43);(317.89, 317.20, 13.24)
30,37621;Left Controller;(0.13, 0.71, 5.41);(337.78, 335.94, 3.99)
30,37621;Sponge Cube;(0.18, 0.75, 5.45);(344.70, 237.81, 191.49);False;
30,87759;Right Hand Presence Physics;(0.30, 0.79, 5.44);(317.11, 319.67, 11.41)
30,87759;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.80, 335.65, 3.85)
30,87759;Right Controller;(0.30, 0.79, 5.44);(317.09, 319.82, 11.30)
30,87759;Left Controller;(0.13, 0.71, 5.41);(337.81, 335.62, 3.87)
30,87759;Sponge Cube;(0.18, 0.75, 5.45);(344.57, 237.44, 191.48);False;
31,37867;Right Hand Presence Physics;(0.29, 0.78, 5.42);(312.37, 320.95, 28.55)
31,37867;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.72, 334.45, 3.66)
31,37867;Right Controller;(0.29, 0.78, 5.42);(312.23, 320.94, 29.25)
31,37867;Left Controller;(0.13, 0.71, 5.41);(337.72, 334.43, 3.66)
31,37867;Sponge Cube;(0.18, 0.75, 5.45);(344.41, 236.14, 191.60);False;
31,87985;Right Hand Presence Physics;(0.29, 0.78, 5.42);(311.36, 323.06, 28.87)
31,87985;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.68, 334.40, 3.72)
31,87985;Right Controller;(0.29, 0.78, 5.42);(311.10, 323.32, 28.87)
31,87985;Left Controller;(0.13, 0.71, 5.41);(337.68, 334.37, 3.72)
31,87985;Sponge Cube;(0.18, 0.75, 5.45);(344.47, 236.07, 191.66);False;
32,38082;Right Hand Presence Physics;(0.29, 0.78, 5.42);(311.92, 323.59, 32.21)
32,38082;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.78, 334.55, 3.76)
32,38082;Right Controller;(0.29, 0.78, 5.42);(312.02, 323.52, 32.45)
32,38082;Left Controller;(0.13, 0.71, 5.41);(337.78, 334.55, 3.76)
32,38082;Sponge Cube;(0.18, 0.75, 5.45);(344.49, 236.30, 191.52);False;
32,88237;Right Hand Presence Physics;(0.29, 0.78, 5.42);(311.81, 323.06, 33.60)
32,88237;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.83, 334.67, 3.74)
32,88237;Right Controller;(0.29, 0.78, 5.42);(311.80, 323.12, 33.54)
32,88237;Left Controller;(0.13, 0.71, 5.41);(337.84, 334.67, 3.76)
32,88237;Sponge Cube;(0.18, 0.75, 5.45);(344.50, 236.40, 191.48);False;
33,38325;Right Hand Presence Physics;(0.29, 0.78, 5.42);(311.67, 324.47, 32.20)
33,38325;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.80, 334.72, 3.71)
33,38325;Right Controller;(0.29, 0.78, 5.42);(311.70, 324.42, 32.21)
33,38325;Left Controller;(0.13, 0.71, 5.41);(337.79, 334.72, 3.73)
33,38325;Sponge Cube;(0.18, 0.75, 5.45);(344.44, 236.49, 191.49);False;
33,88445;Right Hand Presence Physics;(0.29, 0.78, 5.42);(312.45, 323.29, 32.35)
33,88445;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.78, 334.78, 3.69)
33,88445;Right Controller;(0.29, 0.78, 5.42);(312.44, 323.29, 32.34)
33,88445;Left Controller;(0.13, 0.71, 5.41);(337.78, 334.81, 3.68)
33,88445;Sponge Cube;(0.18, 0.75, 5.45);(344.43, 236.50, 191.54);False;
34,38563;Right Hand Presence Physics;(0.29, 0.78, 5.42);(312.21, 323.02, 31.95)
34,38563;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.78, 334.69, 3.72)
34,38563;Right Controller;(0.29, 0.78, 5.42);(312.21, 323.03, 31.94)
34,38563;Left Controller;(0.13, 0.71, 5.41);(337.75, 334.67, 3.72)
34,38563;Sponge Cube;(0.18, 0.75, 5.45);(344.46, 236.43, 191.53);False;
34,88682;Right Hand Presence Physics;(0.29, 0.78, 5.42);(313.07, 321.77, 32.71)
34,88682;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.71, 334.65, 3.67)
34,88682;Right Controller;(0.29, 0.78, 5.42);(313.04, 321.78, 32.71)
34,88682;Left Controller;(0.13, 0.71, 5.41);(337.67, 334.63, 3.65)
34,88682;Sponge Cube;(0.18, 0.75, 5.45);(344.42, 236.35, 191.61);False;
35,38798;Right Hand Presence Physics;(0.28, 0.78, 5.42);(313.75, 322.29, 30.85)
35,38798;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.75, 334.68, 3.72)
35,38798;Right Controller;(0.28, 0.78, 5.42);(313.89, 322.69, 30.20)
35,38798;Left Controller;(0.13, 0.71, 5.41);(337.75, 334.72, 3.71)
35,38798;Sponge Cube;(0.18, 0.75, 5.45);(344.45, 236.42, 191.56);False;
35,88939;Right Hand Presence Physics;(0.23, 0.79, 5.43);(318.48, 349.72, 329.93)
35,88939;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.63, 334.12, 4.03)
35,88939;Right Controller;(0.22, 0.78, 5.43);(327.17, 309.17, 16.50)
35,88939;Left Controller;(0.13, 0.71, 5.41);(337.63, 334.12, 4.03)
35,88939;Sponge Cube;(0.16, 0.75, 5.44);(343.10, 225.64, 195.62);False;
36,3902;Right Hand Presence Physics;(0.24, 0.81, 5.44);(324.89, 315.13, 7.49)
36,3902;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.67, 334.21, 3.95)
36,3902;Right Controller;(0.24, 0.81, 5.44);(325.44, 314.49, 6.06)
36,3902;Left Controller;(0.13, 0.71, 5.41);(337.67, 334.20, 3.95)
36,3902;Sponge Cube;(0.17, 0.75, 5.45);(344.83, 235.91, 191.65);False;
36,89195;Right Hand Presence Physics;(0.23, 0.80, 5.43);(330.83, 321.64, 19.93)
36,89195;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.83, 334.35, 3.95)
36,89195;Right Controller;(0.22, 0.81, 5.43);(328.30, 307.35, 11.17)
36,89195;Left Controller;(0.13, 0.71, 5.41);(337.83, 334.38, 3.94)
36,89195;Sponge Cube;(0.17, 0.75, 5.45);(345.18, 236.38, 191.82);False;
37,39292;Right Hand Presence Physics;(0.25, 0.82, 5.46);(328.40, 319.39, 351.45)
37,39292;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.74, 334.70, 3.65)
37,39292;Right Controller;(0.25, 0.82, 5.46);(330.72, 316.46, 350.13)
37,39292;Left Controller;(0.13, 0.71, 5.41);(337.76, 334.65, 3.67)
37,39292;Sponge Cube;(0.18, 0.75, 5.45);(344.48, 236.15, 191.47);False;
37,89405;Right Hand Presence Physics;(0.19, 0.81, 5.44);(326.61, 314.68, 42.99)
37,89405;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.86, 334.91, 3.21)
37,89405;Right Controller;(0.19, 0.79, 5.41);(351.83, 281.98, 23.47)
37,89405;Left Controller;(0.13, 0.71, 5.41);(337.82, 334.93, 3.19)
37,89405;Sponge Cube;(0.18, 0.74, 5.45);(344.59, 238.00, 193.63);False;
38,3952;Right Hand Presence Physics;(0.19, 0.81, 5.44);(350.55, 292.33, 44.03)
38,3952;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.80, 334.62, 3.13)
38,3952;Right Controller;(0.19, 0.81, 5.41);(352.32, 275.45, 26.05)
38,3952;Left Controller;(0.13, 0.71, 5.41);(337.82, 334.63, 3.13)
38,3952;Sponge Cube;(0.17, 0.75, 5.45);(345.09, 237.54, 193.26);False;
38,89661;Right Hand Presence Physics;(0.27, 0.84, 5.50);(336.11, 308.80, 5.32)
38,89661;Left Hand Presence Physics;(0.13, 0.71, 5.41);(337.88, 334.32, 3.28)
38,89661;Right Controller;(0.27, 0.84, 5.50);(335.74, 309.24, 4.97)
38,89661;Left Controller;(0.13, 0.71, 5.41);(337.90, 334.34, 3.28)
38,89661;Sponge Cube;(0.17, 0.75, 5.45);(344.05, 235.89, 191.51);False;
39,39793;Right Hand Presence Physics;(0.25, 0.77, 5.43);(328.74, 310.33, 349.06)
39,39793;Left Hand Presence Physics;(0.11, 0.73, 5.40);(340.74, 334.74, 25.68)
39,39793;Right Controller;(0.25, 0.78, 5.44);(347.35, 289.23, 1.61)
39,39793;Left Controller;(0.11, 0.73, 5.40);(341.38, 335.15, 29.40)
39,39793;Sponge Cube;(0.15, 0.79, 5.43);(2.87, 244.23, 187.28);False;
39,89886;Right Hand Presence Physics;(0.22, 0.79, 5.45);(350.82, 327.83, 289.29)
39,89886;Left Hand Presence Physics;(0.14, 0.74, 5.40);(340.16, 347.74, 37.03)
39,89886;Right Controller;(0.21, 0.81, 5.41);(337.58, 283.09, 336.10)
39,89886;Left Controller;(0.14, 0.74, 5.40);(340.16, 347.70, 36.98)
39,89886;Sponge Cube;(0.17, 0.81, 5.42);(12.84, 261.42, 186.59);False;
40,40052;Right Hand Presence Physics;(0.35, 0.82, 5.55);(331.29, 331.50, 318.08)
40,40052;Left Hand Presence Physics;(0.12, 0.71, 5.41);(342.33, 336.38, 19.56)
40,40052;Right Controller;(0.36, 0.82, 5.56);(331.75, 334.02, 318.72)
40,40052;Left Controller;(0.12, 0.71, 5.41);(342.48, 336.06, 19.65)
40,40052;Sponge Cube;(0.16, 0.76, 5.45);(358.89, 244.40, 185.66);False;
40,90128;Right Hand Presence Physics;(0.34, 0.78, 5.56);(338.19, 331.08, 321.16)
40,90128;Left Hand Presence Physics;(0.11, 0.71, 5.41);(344.27, 334.85, 23.04)
40,90128;Right Controller;(0.34, 0.78, 5.56);(338.20, 331.05, 321.15)
40,90128;Left Controller;(0.11, 0.71, 5.41);(344.27, 334.82, 23.06)
40,90128;Sponge Cube;(0.14, 0.76, 5.45);(2.17, 243.86, 183.63);False;
41,40233;Right Hand Presence Physics;(0.34, 0.79, 5.56);(337.80, 328.96, 321.83)
41,40233;Left Hand Presence Physics;(0.11, 0.71, 5.41);(344.23, 334.78, 23.02)
41,40233;Right Controller;(0.34, 0.79, 5.56);(337.80, 328.95, 321.83)
41,40233;Left Controller;(0.11, 0.71, 5.41);(344.25, 334.80, 23.00)
41,40233;Sponge Cube;(0.14, 0.76, 5.45);(2.14, 243.80, 183.65);False;
41,90411;Right Hand Presence Physics;(0.27, 0.77, 5.48);(338.18, 311.45, 343.62)
41,90411;Left Hand Presence Physics;(0.10, 0.71, 5.41);(343.91, 332.79, 23.75)
41,90411;Right Controller;(0.27, 0.77, 5.48);(338.18, 311.08, 344.52)
41,90411;Left Controller;(0.10, 0.71, 5.41);(343.90, 332.75, 23.77)
41,90411;Sponge Cube;(0.14, 0.77, 5.44);(2.87, 242.01, 183.97);False;
42,40514;Right Hand Presence Physics;(0.23, 0.73, 5.42);(340.21, 311.74, 353.27)
42,40514;Left Hand Presence Physics;(0.10, 0.71, 5.40);(342.99, 330.76, 25.06)
42,40514;Right Controller;(0.23, 0.73, 5.42);(340.38, 311.08, 353.99)
42,40514;Left Controller;(0.10, 0.72, 5.40);(342.99, 330.76, 25.07)
42,40514;Sponge Cube;(0.13, 0.77, 5.44);(4.08, 240.42, 184.88);False;
42,90602;Right Hand Presence Physics;(0.26, 0.74, 5.45);(338.65, 319.05, 349.83)
42,90602;Left Hand Presence Physics;(0.10, 0.71, 5.40);(342.99, 330.60, 25.00)
42,90602;Right Controller;(0.26, 0.75, 5.45);(338.54, 319.74, 349.40)
42,90602;Left Controller;(0.10, 0.72, 5.40);(343.00, 330.58, 25.00)
42,90602;Sponge Cube;(0.13, 0.77, 5.44);(4.07, 240.26, 184.89);False;
43,40731;Right Hand Presence Physics;(0.27, 0.75, 5.45);(339.52, 319.36, 354.49)
43,40731;Left Hand Presence Physics;(0.10, 0.71, 5.40);(343.17, 330.51, 24.80)
43,40731;Right Controller;(0.27, 0.74, 5.45);(340.04, 318.55, 354.73)
43,40731;Left Controller;(0.10, 0.71, 5.40);(343.19, 330.51, 24.80)
43,40731;Sponge Cube;(0.13, 0.77, 5.44);(3.91, 240.10, 184.71);False;
43,90826;Right Hand Presence Physics;(0.22, 0.73, 5.44);(337.93, 318.49, 352.91)
43,90826;Left Hand Presence Physics;(0.10, 0.71, 5.40);(343.32, 330.92, 24.74)
43,90826;Right Controller;(0.22, 0.73, 5.44);(338.78, 316.31, 358.32)
43,90826;Left Controller;(0.10, 0.71, 5.40);(343.32, 330.96, 24.73)
43,90826;Sponge Cube;(0.13, 0.77, 5.44);(3.39, 240.63, 184.74);False;
44,40958;Right Hand Presence Physics;(0.31, 0.80, 5.47);(331.47, 329.15, 353.14)
44,40958;Left Hand Presence Physics;(0.10, 0.71, 5.40);(343.32, 330.88, 24.76)
44,40958;Right Controller;(0.31, 0.80, 5.47);(331.07, 328.92, 353.98)
44,40958;Left Controller;(0.10, 0.71, 5.40);(343.34, 330.92, 24.72)
44,40958;Sponge Cube;(0.13, 0.77, 5.44);(3.84, 240.42, 184.55);False;
44,91074;Right Hand Presence Physics;(0.24, 0.81, 5.42);(326.17, 315.36, 18.12)
44,91074;Left Hand Presence Physics;(0.10, 0.71, 5.40);(341.79, 330.54, 18.94)
44,91074;Right Controller;(0.24, 0.81, 5.42);(326.50, 311.99, 18.37)
44,91074;Left Controller;(0.10, 0.71, 5.40);(341.79, 330.57, 18.97)
44,91074;Sponge Cube;(0.14, 0.76, 5.44);(358.48, 238.54, 186.21);False;
45,41187;Right Hand Presence Physics;(0.31, 0.84, 5.44);(322.96, 321.22, 11.19)
45,41187;Left Hand Presence Physics;(0.10, 0.71, 5.40);(341.80, 330.49, 19.47)
45,41187;Right Controller;(0.31, 0.85, 5.44);(323.31, 320.63, 11.53)
45,41187;Left Controller;(0.10, 0.71, 5.40);(341.81, 330.49, 19.47)
45,41187;Sponge Cube;(0.14, 0.76, 5.44);(358.82, 238.48, 186.18);False;
45,81566;Sponge Cube;(0.14, 0.76, 5.44);(358.58, 238.87, 185.90);True;Right Hand
45,91321;Right Hand Presence Physics;(0.23, 0.80, 5.41);(325.79, 310.29, 18.09)
45,91321;Left Hand Presence Physics;(0.10, 0.71, 5.40);(342.14, 330.70, 19.16)
45,91321;Right Controller;(0.23, 0.80, 5.41);(325.73, 310.58, 18.28)
45,91321;Left Controller;(0.10, 0.71, 5.40);(342.16, 330.69, 19.19)
45,91321;Sponge Cube;(0.15, 0.76, 5.44);(355.00, 243.48, 192.02);True;Right Hand
46,41443;Right Hand Presence Physics;(0.34, 0.86, 5.46);(319.50, 332.22, 4.75)
46,41443;Left Hand Presence Physics;(0.10, 0.71, 5.40);(341.96, 330.41, 19.34)
46,41443;Right Controller;(0.34, 0.86, 5.46);(319.65, 332.17, 4.80)
46,41443;Left Controller;(0.10, 0.71, 5.40);(341.98, 330.41, 19.33)
46,41443;Sponge Cube;(0.14, 0.75, 5.45);(349.05, 236.38, 188.85);True;Right Hand
46,45598;Sponge Cube;(0.14, 0.75, 5.45);(348.80, 236.19, 188.75);False;
46,91548;Right Hand Presence Physics;(0.26, 0.83, 5.52);(337.35, 307.75, 355.92)
46,91548;Left Hand Presence Physics;(0.11, 0.72, 5.40);(338.09, 334.94, 15.88)
46,91548;Right Controller;(0.26, 0.83, 5.52);(338.15, 306.70, 355.55)
46,91548;Left Controller;(0.11, 0.72, 5.40);(337.96, 335.17, 15.69)
46,91548;Sponge Cube;(0.16, 0.76, 5.44);(346.12, 238.57, 192.99);False;
47,26385;Sponge Cube;(0.16, 0.76, 5.44);(345.37, 238.45, 192.62);True;Right Hand
47,41696;Right Hand Presence Physics;(0.24, 0.82, 5.51);(341.88, 297.31, 0.61)
47,41696;Left Hand Presence Physics;(0.11, 0.72, 5.40);(338.71, 334.94, 15.44)
47,41696;Right Controller;(0.24, 0.82, 5.51);(341.73, 297.67, 0.51)
47,41696;Left Controller;(0.11, 0.72, 5.40);(338.71, 334.96, 15.44)
47,41696;Sponge Cube;(0.16, 0.76, 5.44);(346.21, 240.29, 194.05);True;Right Hand
47,76464;Sponge Cube;(0.17, 0.75, 5.44);(341.59, 244.58, 195.38);False;
47,91769;Right Hand Presence Physics;(0.32, 0.84, 5.54);(334.40, 312.48, 356.49)
47,91769;Left Hand Presence Physics;(0.11, 0.72, 5.40);(339.16, 334.66, 16.66)
47,91769;Right Controller;(0.32, 0.84, 5.54);(334.57, 312.53, 356.67)
47,91769;Left Controller;(0.11, 0.72, 5.40);(339.17, 334.64, 16.68)
47,91769;Sponge Cube;(0.17, 0.75, 5.44);(342.06, 244.58, 195.11);False;
48,41934;Right Hand Presence Physics;(0.34, 0.80, 5.54);(336.83, 321.29, 340.03)
48,41934;Left Hand Presence Physics;(0.10, 0.69, 5.42);(350.75, 344.49, 47.14)
48,41934;Right Controller;(0.34, 0.80, 5.54);(336.84, 321.26, 340.05)
48,41934;Left Controller;(0.10, 0.70, 5.42);(350.78, 344.59, 46.83)
48,41934;Sponge Cube;(0.13, 0.76, 5.43);(12.36, 262.98, 186.09);False;
48,83694;Sponge Cube;(-0.02, 0.87, 5.38);(22.24, 208.29, 188.11);False;
48,92037;Right Hand Presence Physics;(0.34, 0.80, 5.53);(335.40, 319.09, 341.21)
48,92037;Left Hand Presence Physics;(-0.03, 0.80, 5.31);(345.04, 293.28, 63.60)
48,92037;Right Controller;(0.34, 0.80, 5.53);(335.39, 319.08, 341.18)
48,92037;Left Controller;(-0.04, 0.81, 5.30);(344.49, 293.19, 65.89)
48,92037;Sponge Cube;(-0.17, 0.93, 5.34);(45.88, 175.06, 168.53);False;
49,42158;Right Hand Presence Physics;(0.31, 0.79, 5.51);(335.79, 313.29, 342.37)
49,42158;Left Hand Presence Physics;(0.03, 0.76, 5.35);(343.98, 306.11, 47.77)
49,42158;Right Controller;(0.31, 0.79, 5.51);(335.78, 313.32, 342.37)
49,42158;Left Controller;(0.03, 0.77, 5.35);(344.01, 306.08, 47.79)
49,42158;Sponge Cube;(-0.88, 0.07, 5.19);(337.32, 7.89, 100.91);False;
49,92321;Right Hand Presence Physics;(0.32, 0.79, 5.50);(336.31, 313.08, 343.35)
49,92321;Left Hand Presence Physics;(0.04, 0.76, 5.35);(342.72, 308.96, 46.38)
49,92321;Right Controller;(0.32, 0.79, 5.49);(336.32, 313.08, 343.35)
49,92321;Left Controller;(0.04, 0.76, 5.34);(342.71, 308.92, 46.39)
49,92321;Sponge Cube;(-0.88, 0.05, 5.20);(0.00, 17.56, 90.00);False;
50,42419;Right Hand Presence Physics;(0.52, 0.79, 4.75);(337.06, 314.04, 342.94)
50,42419;Left Hand Presence Physics;(0.25, 0.76, 4.60);(339.51, 313.32, 40.37)
50,42419;Right Controller;(0.52, 0.79, 4.75);(337.06, 314.06, 342.94)
50,42419;Left Controller;(0.25, 0.76, 4.60);(339.45, 313.34, 40.53)
50,42419;Sponge Cube;(-0.88, 0.05, 5.20);(0.00, 17.56, 90.00);False;
50,92524;Right Hand Presence Physics;(0.26, 0.78, 4.85);(337.59, 314.40, 342.75)
50,92524;Left Hand Presence Physics;(0.00, 0.76, 4.70);(337.47, 314.83, 37.96)
50,92524;Right Controller;(0.23, 0.78, 4.86);(337.61, 314.45, 342.76)
50,92524;Left Controller;(-0.03, 0.76, 4.71);(337.47, 314.83, 37.95)
50,92524;Sponge Cube;(-0.88, 0.05, 5.20);(0.00, 17.56, 90.00);False;
51,42657;Right Hand Presence Physics;(-0.74, 0.78, 4.52);(337.20, 314.21, 342.52)
51,42657;Left Hand Presence Physics;(-1.00, 0.76, 4.38);(335.97, 316.76, 37.19)
51,42657;Right Controller;(-0.77, 0.78, 4.49);(337.20, 314.21, 342.53)
51,42657;Left Controller;(-1.02, 0.76, 4.35);(336.00, 316.76, 37.19)
51,42657;Sponge Cube;(-0.88, 0.05, 5.20);(0.00, 17.56, 90.00);False;
51,9275;Right Hand Presence Physics;(-1.37, 0.78, 3.91);(337.76, 318.19, 340.88)
51,9275;Left Hand Presence Physics;(-1.62, 0.77, 3.76);(331.70, 320.30, 28.47)
51,9275;Right Controller;(-1.37, 0.78, 3.91);(337.80, 318.58, 340.60)
51,9275;Left Controller;(-1.62, 0.77, 3.76);(331.54, 320.40, 27.97)
51,9275;Sponge Cube;(-0.88, 0.05, 5.20);(0.00, 17.56, 90.00);False;
52,42872;Right Hand Presence Physics;(-1.35, 0.78, 3.91);(337.72, 321.33, 339.35)
52,42872;Left Hand Presence Physics;(-1.68, 0.79, 3.79);(331.89, 317.05, 4.69)
52,42872;Right Controller;(-1.35, 0.78, 3.91);(337.72, 321.33, 339.35)
52,42872;Left Controller;(-1.68, 0.79, 3.79);(332.53, 316.92, 4.02)
52,42872;Sponge Cube;(-0.88, 0.05, 5.20);(0.00, 17.56, 90.00);False;
52,70697;Right Hand Presence Physics;(-1.35, 0.78, 3.91);(337.62, 319.68, 340.38)
52,70697;Left Hand Presence Physics;(-1.76, 0.60, 3.92);(4.03, 327.85, 299.18)
52,70697;Right Controller;(-0.16, 0.79, 0.56);(335.42, 330.69, 335.24)
52,70697;Left Controller;(-0.45, 0.72, 0.43);(339.87, 327.93, 18.98)
53,2084;Right Hand Presence Physics;(-0.16, 0.78, 0.57);(336.62, 331.31, 333.15)
53,2084;Left Hand Presence Physics;(-0.45, 0.72, 0.43);(340.07, 327.61, 18.27)
53,2084;Right Controller;(-0.16, 0.78, 0.57);(336.62, 331.31, 333.15)
53,2084;Left Controller;(-0.45, 0.72, 0.43);(340.09, 327.61, 18.24)
53,2084;Rubber Cube;(-0.11, 0.84, 5.65);(0.00, 0.00, 0.00);False;
53,70962;Right Hand Presence Physics;(-0.15, 0.78, 0.57);(336.84, 332.67, 332.45)
53,70962;Left Hand Presence Physics;(-0.43, 0.70, 0.45);(344.43, 338.82, 4.16)
53,70962;Right Controller;(-0.15, 0.78, 0.57);(336.87, 332.71, 332.43)
53,70962;Left Controller;(-0.43, 0.70, 0.45);(344.71, 339.31, 1.98)
53,70962;Rubber Cube;(-0.11, 0.54, 5.65);(0.00, 0.00, 0.00);False;
54,21132;Right Hand Presence Physics;(-0.16, 0.76, 0.57);(338.48, 330.17, 332.10)
54,21132;Left Hand Presence Physics;(-0.36, 0.63, 0.56);(351.49, 0.34, 311.19)
54,21132;Right Controller;(-0.16, 0.77, 0.57);(338.49, 330.15, 332.11)
54,21132;Left Controller;(-0.36, 0.63, 0.57);(351.53, 1.03, 310.93)
54,21132;Rubber Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
54,71177;Right Hand Presence Physics;(-0.18, 0.76, 0.56);(339.68, 328.17, 333.85)
54,71177;Left Hand Presence Physics;(-0.36, 0.59, 0.57);(353.15, 1.11, 314.19)
54,71177;Right Controller;(-0.18, 0.76, 0.56);(339.68, 328.17, 333.85)
54,71177;Left Controller;(-0.36, 0.59, 0.57);(353.36, 1.10, 314.60)
54,71177;Rubber Cube;(-0.11, 0.66, 5.65);(0.00, 0.00, 0.00);False;
55,21297;Right Hand Presence Physics;(-0.18, 0.76, 0.56);(339.68, 328.19, 334.37)
55,21297;Left Hand Presence Physics;(-0.36, 0.57, 0.58);(356.25, 1.89, 319.46)
55,21297;Right Controller;(-0.18, 0.76, 0.56);(339.68, 328.19, 334.38)
55,21297;Left Controller;(-0.36, 0.57, 0.58);(356.26, 1.87, 319.43)
55,21297;Rubber Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
55,71433;Right Hand Presence Physics;(-0.19, 0.76, 0.56);(340.69, 327.36, 335.05)
55,71433;Left Hand Presence Physics;(-0.37, 0.55, 0.58);(2.24, 0.21, 320.12)
55,71433;Right Controller;(-0.19, 0.76, 0.56);(340.72, 327.35, 335.07)
55,71433;Left Controller;(-0.37, 0.55, 0.58);(2.64, 0.14, 320.13)
55,71433;Rubber Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
56,21537;Right Hand Presence Physics;(-0.19, 0.76, 0.56);(340.74, 326.69, 335.59)
56,21537;Left Hand Presence Physics;(-0.38, 0.55, 0.59);(3.25, 358.03, 320.48)
56,21537;Right Controller;(-0.19, 0.76, 0.56);(340.76, 326.67, 335.59)
56,21537;Left Controller;(-0.38, 0.55, 0.59);(3.24, 358.00, 320.55)
56,21537;Rubber Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
56,71654;Right Hand Presence Physics;(-0.20, 0.76, 0.56);(341.40, 326.46, 336.78)
56,71654;Left Hand Presence Physics;(-0.37, 0.57, 0.61);(354.11, 1.01, 319.22)
56,71654;Right Controller;(-0.20, 0.76, 0.56);(341.41, 326.47, 336.78)
56,71654;Left Controller;(-0.37, 0.57, 0.61);(353.68, 1.21, 319.14)
56,71654;Rubber Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
57,21767;Right Hand Presence Physics;(-0.20, 0.76, 0.56);(341.56, 326.27, 337.99)
57,21767;Left Hand Presence Physics;(-0.37, 0.58, 0.61);(353.92, 2.35, 321.98)
57,21767;Right Controller;(-0.20, 0.76, 0.56);(341.55, 326.24, 338.03)
57,21767;Left Controller;(-0.37, 0.58, 0.61);(353.92, 2.33, 321.98)
57,21767;Rubber Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
57,71892;Right Hand Presence Physics;(-0.20, 0.76, 0.56);(341.48, 325.88, 338.31)
57,71892;Left Hand Presence Physics;(-0.37, 0.57, 0.61);(354.77, 1.51, 319.88)
